loc_name,dc_city,division_name,dept_name,family_name,class_name,item,item_desc,av_cost,min_stock,max_stock,in_transit_qty,default_wh,tabc,item_status,rtv_nrtv,stock_on_hand,total_soh,total_value,date,family_name
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Indian Confectionery and Sweet,101083435,FeastersPeanut chikki80 gm Pouch.,10.3,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Beauty,Color Cosmetics,101074736,Elle1824106-121 Nail Pops5 ml Bottle,34.9577,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Beauty
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100078141,More. Choice Ajwain 50 gm,9.0471,9,9,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,101890924,Kelloggs Upma Nutty Rava 48 gm Pack,14.0458,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Men's Apparel,Men's Casual Wear,Top wear,101166255,Bluearth Round-neck tees grey,115,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Men's Casual Wear
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Shampoo,101262324,MEERA ANTI DANDRUFF 180 ML BOTTLE,111.4076,5,5,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Shower and Bath,100175351,Nivea Shower Gel Frangipani & Oil 250 ml,163.0419,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Men Deodorant,100155973,Park Avenue Deo 2+1 Combi 3X130 ml,280.9322,2,2,0,121,,ACTIVE,NRTV,2,2,561.8644,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Rusk & Khari,Rusk,101359350,Parle Elaichi rusk 400 gm Pack,47.3925,6,6,0,121,,ACTIVE,NRTV,6,6,284.355,2023-03-13,Rusk & Khari
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,100151519,Everyuth Purifying Neem Facewash 100gm,63.315,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Tea Bags,Green Tea Bags,100597030,Lipton Green Tea Bag Honey Lemon 100 S Box,459.8262,0,0,0,121,,ACTIVE,NRTV,4,4,1839.3048,2023-03-13,Tea Bags
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Office Stationery and Correspondence,Office Accessories,101083083,Saya Pen Stand - Trendy SY-PS02,54.45,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Office Stationery and Correspondence
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Organics,Organic Food,100110984,Pro Nature Kabuli Chana 500 Gm,119.7671,2,2,0,121,,ACTIVE,RTV,1,1,119.7671,2023-03-13,Organics
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Packaged Tea,CTC/Leaf Tea,100003269,Tata Premium 1 kg Pouch,195.4603,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Packaged Tea
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Soap,100657326,Rexona Soap 100 x 3 + 100 gm Promo Pack Box,110.864,3,3,0,121,,ACTIVE,NRTV,6,6,665.184,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,101154893,MTRGulab Jamun Mix (BOGO)175 gm Pouch,45.9343,4,4,0,121,,ACTIVE,NRTV,7,7,321.5401,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100089996,Catch Amchoor Powder 50 Gm Box.,27.2,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cookie,100029906,Feasters Choconut Cookies 75 gm,9.87,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Carbonated Drink,Lemon/ Lime,100725164,7Up Lemon Flavour750 ml Bottle,20.2629,18,18,0,121,,ACTIVE,NRTV,4,4,81.0516,2023-03-13,Carbonated Drink
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100055270,Aachi Sambar Powder 100 Gm,34.6667,10,10,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100018916,Coriander Loose,135.1474,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Potato Chips,100115930,Lays Spanish Tomato Tango 50 gm,14.1214,81,81,0,121,,ACTIVE,NRTV,76,76,1073.2264,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100099909,More. Choice Cooking Soda 100 gm,5.94,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Staples,Edible Oil & Ghee,Ghee,Ghee,100089951,Nandini Ghee 200 Ml Poly Pk.,81.9723,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Ghee
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Culinary Sauces,100031488,Ching's Green Chilli Sauce 190 gm,42.5357,6,6,0,121,,ACTIVE,NRTV,4,4,170.1428,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Vegetables,Freshness Relevant,100112333,CUCUMBER WHITE KG,16,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Vegetables
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Insecticide / Repellant,Rodent Control,100103154,Mortein Rat Killer 100 Gm,48.32,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Insecticide / Repellant
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Instant Noodle,100021423,Maggi 2 Minute Noodles Masala 140 Gm,22.0187,27,27,0,121,,ACTIVE,NRTV,8,8,176.1496,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Talcs and Powder,100011480,Nycil Prickly Heat Powder Classic Excel 150 Gm,98.3703,8,8,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Implement,Kitchen,100172013,Anjali Kitchen Implement Set Of 3 pcs,69.3267,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Kitchen Implement
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Fruit,Small imported,100737589,DRAGON FRUIT EA,23,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Fruit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Packaged Tea,CTC/Leaf Tea,100032894,Tata Gold Leaf Tea 500 gm Pouch,228,2,2,0,121,,ACTIVE,NRTV,4,4,912,2023-03-13,Packaged Tea
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Paper and Tissue-PC,Feminine Hygiene,100012472,Whisper Maxi Sanitary Pad LN With Wings 15s,138.7738,9,9,0,121,,ACTIVE,NRTV,16,16,2220.3808,2023-03-13,Paper and Tissue-PC
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Men's Apparel,Men's Undergarments,Inner wear,100160763,Vip Advanta Trunks Assorted - 95 Cm,110.5371,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Men's Undergarments
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Treatment & Styling,101544583,Set Wet Style Deo - Mischief - 150 ml,128.1695,,,0,121,,ACTIVE,NRTV,2,2,256.339,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,100077399,Everyuth Walnut Facial Scrub 200 gm,156.6102,4,4,0,121,,ACTIVE,NRTV,3,3,469.8306,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Nectar,100034591,Tropicana Premium Juicy Apple 180ml Tetra ? 20,13.9786,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Oral Care,Tooth Paste,100406503,Colgate Dental Cream Toothpaste 200g B3G1 PROMO Pack,205.1991,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Oral Care
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Infant & Children's Apparel,Boys Wear (2-8 years),Boys Coordinate Sets,102107284,Savage BOY 2TO8 COORDINATES SET HS TSHIRT & SHORT ARJAY YELLOW SZ 8Y nos Pack,199,,,0,121,,ACTIVE,,0,0,0,2023-03-13,Boys Wear (2-8 years)
SM Vijayawada NBS Ongole,Vijayawada,Staples,Flours - Salt and Sugar,Salt and Sugar,Sugar,100078079,More Choice Misri Whole (Sugar Candy) 200 g,14.291,4,4,0,121,,ACTIVE,NRTV,11,11,157.201,2023-03-13,Salt and Sugar
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,100041619,MTR Instant Mix Rava Idli 500 Gm,88.4771,6,6,0,121,,ACTIVE,NRTV,5,5,442.3855,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Oats,Oats Flavoured,100116723,Saffola Masala Oats Classic Masala 39 gm Pouch,12.0529,37,37,0,121,,ACTIVE,NRTV,32,32,385.6928,2023-03-13,Oats
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Mixed and Other Juice,102110263,Paper Boat PAPER BOAT SWING Lychee 600 ml 600 ml Pack,28.5714,0,0,0,121,,ACTIVE,,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Oats,Oats Regular,100171190,Quaker Oats 1 Kg Pouch,157.9112,12,12,0,121,,ACTIVE,NRTV,7,7,1105.3784,2023-03-13,Oats
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,OTC,Pain & Relief,100056957,Emami Balm Menthoplus 9 Ml,26.9481,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,OTC
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Crockery,Melamine Crockery,102098359,"Melamine Quarter Plate8"" Black 50 Nos Essenware",27,0,0,0,121,,ACTIVE,,0,0,0,2023-03-13,Crockery
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Implement,Kitchen,100032767,Anjali Lemon Squeezer Large,34,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Kitchen Implement
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Stationery,Drawing and Art,100053960,Kokuyo Camlin Sketch Pen 12 S Assorted Pouch,16.2133,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Stationery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Paper and Tissue-PC,Feminine Hygiene,100070392,Stayfree Drymax Ultra Thins All Nights 28,291.375,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Paper and Tissue-PC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,101999136,Nivea Body ESSENTIALS LAVENDER LOTION 350 ml Bottle,267.1272,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,101654095,DU-Milky Bar Moosha Cocoa Crispies 45 gm Pack,31.575,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Shampoo,100150386,Dove Hair Fall Rescue Therapy Shampoo 650 ml.,531.5458,6,6,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Soap,100081357,LUX velvet touch/Velvet Glow/Natural Glow 3x100G.,48.7872,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Utensil Cleaner,102053809,Pril Perfect Dishwash Liquid Green 1.5 ltr Pouch,275.993,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Laundry,In-Wash,101811854,Ariel Matic Liquid Matic Front Load 500 ml Bottle,97.6855,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Laundry
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Face Care,100158192,Banjaras Multani Mitti 20 Gm X 5,22.7653,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Shower and Bath,100205827,Fiama Shower Gel Lemongrass & Jojoba (Clear Springs) 100ml,37.5078,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Insecticide / Repellant,Fly Insecticide / Repellant,102057206,Odomos Protect LV Refill PO4 180 gm Box,188.0373,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Insecticide / Repellant
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Ice Cream and Dessert,Take Home,101062018,Kwality WallsKesar Pista700 ml Party Pack,124.2479,,,0,121,,ACTIVE,RTV,3,3,372.7437,2023-03-13,Ice Cream and Dessert
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Fruit,Major imported,100131123,APPLE RED DELICIOUS 6PC PKD EA,120,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Fruit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cookie,100136588,Sunfeast Moms Magic Nut Biscotti 60 gm,21.063,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Utensil Cleaner,102074986,Vim Anti Bac 5*200 gm Bar,97.8162,4,4,0,121,,ACTIVE,NRTV,5,5,489.081,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Oats,Oats Flavoured,101166580,Saffola Flavoured OatsMasala & Coriander500 gm Pouch,155.9176,2,2,0,121,,ACTIVE,NRTV,3,3,467.7528,2023-03-13,Oats
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Hair Oil,100155136,Dabur Vatika Hair Oil 300 ml+75 ml Saver Pack,144.21,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Vegetables,Regular Exotics,102115424,Fresh Kale Curled American,3,,,0,121,,PURCHASE BLOCKED,,0,0,0,2023-03-13,Vegetables
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Vegetables,POT,100138040,BOM-TOMATO PREMIUM KG,66,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Vegetables
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Laundry,In-Wash,100131090,Vow Matic Detergent Powder Front Load 1kg,105.8822,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Laundry
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Indian Confectionery and Sweet,101872353,Karachi Bakery Besan Mysore Pak 200G,63.5593,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Soap,102097631,Santoor Aloe Fresh 150*3 450 gm Bar,120.1068,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Baby Food,Infant Formula,101331931,Nestle NanNESTLE NANGROW 400g 400 Gm Box,414.517,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Baby Food
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Recipe Pasta,100367561,Kitchens Promise Pasta Macaroni 450 gm,26.1,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Hair Oil,102020421,Bajaj Almond Drops Hair Oil 650 ml Bottle,296.2792,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Indian Snacks,101945824,Telugu Foods Chethi Chekkalu 160 gm Pouch,37.7232,3,3,0,121,,ACTIVE,NRTV,2,2,75.4464,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Functional Drink,Health Drink,101487612,Glucon-D plain regular 250 gm Box,45.9782,2,2,0,121,,ACTIVE,NRTV,14,14,643.6948,2023-03-13,Functional Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Hair Oil,100002017,Dabur Amla Hair Oil 450 ml.,162.7246,2,2,0,121,,ACTIVE,NRTV,1,1,162.7246,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,102074881,Palmolive Face Scrub Kesar 90 ml Tub,415.14,,,0,121,,ACTIVE,NRTV,3,3,1245.42,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Implement,Kitchen,101959747,Everest Measuring Cup & Spoon SO8,44,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Kitchen Implement
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Gums and Mints,101683453,Perfertti Center Fresh 3 Layer Peppermint 12.6 gm Bag,15.4661,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Health Mix,Brown Drink,100047130,Boost 200 Gm Bottle.,97.6266,11,11,0,121,,ACTIVE,NRTV,4,4,390.5064,2023-03-13,Health Mix
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Paper and Tissue-PC,Feminine Hygiene,102095236,Whisper whspr Choice XL 36s WHSPR CHOICE XL 36s 20 nos Pouch,210.9595,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Paper and Tissue-PC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Pickle and Chutney,102074801,Dabur Home Made Mixed Pickle 400 gm Bottle,94.0625,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Carbonated Drink,Lemon/ Lime,101812191,Campa Clear Lemon 2Ltr Soft Drinks,30.05,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Carbonated Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cream Biscuit,100059096,Parle Fab Bourbon 50 g  ,7.0881,2,2,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Accessories,Containers,102106682,Magnus Super 3 Lunch Box SS,158,0,0,0,121,,ACTIVE,,2,2,316,2023-03-13,Kitchen Accessories
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,101545061,Cadbury Gems Jumbo 44.5 gm Blister Pk,18.8,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Accessories,Thermo Ware,101872208,Sears Industries DIAMOND 2000 NA 1 ml Box,154,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Kitchen Accessories
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Functional Drink,Health Drink,100079060,Glucon D Orange 75 Gm Box,36.9228,21,21,0,121,,ACTIVE,NRTV,28,28,1033.8384,2023-03-13,Functional Drink
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Bread,Specialty Breads,100091424,More fresh Jeera Bread Sticks 150 Gm,5.47,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Bread
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Frozen,Frozen Non Veg,100272705,Sumeru Chicken Cocktail Sausgaes 500 gm,236.0893,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Frozen
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,100144474,Everyuth Naturals Clear Beauty Tulsi Turmeric Face Wash 50gm,36.5423,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100080463,Priya Turmeric Powder 100 Gm,18.5714,8,8,0,121,,ACTIVE,NRTV,12,12,222.8568,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cookie,101938938,Sunfeast Dark Fantasy Choco Chip 350 gm Pouch,74.7458,2,2,0,121,,ACTIVE,NRTV,2,2,149.4916,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Fruit Drinks,100008967,Pepsico Nimbooz 350 Ml Bottle,16,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Vegetables,POT,100005165,POTATO ECONOMY LOOSE KG,30.0764,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Vegetables
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cookie,100490825,Sunfeast Moms Magic Cashew & Almond 100 gm,17.553,2,2,0,121,,ACTIVE,NRTV,19,19,333.507,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,OTC,First Aid,101980995,Savlon Surface Disinfectant Spray Travel Pack - 95 ml Can,60.1504,0,0,0,121,,ACTIVE,NRTV,17,17,1022.5568,2023-03-13,OTC
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Home Upkeep,Cleaning Accessories,100136101,Vow Scouring Pad XXL 10Cm X 15Cm - Pack Of 3,24.09,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Home Upkeep
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Baby Food,Baby Complementary Food,100019323,Cerelac Baby Food Stage 3 Wheat Rice Mix Veg 300 Gm.,217.9821,2,2,0,121,,ACTIVE,RTV,2,2,435.9642,2023-03-13,Baby Food
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Cookies,Regular Cookies,100631697,More fresh butter flavoured cookies750gm,97.84,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Cookies
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,101763236,Nivea NIVEA HAND ALOVERA 75 ml Tube,60.25,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Women Deodorant,100490807,Engage Perfume Spray Women W2 120 Ml Bottle,136.2966,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Indian Snacks,100054685,Haldiram Nagpur Moong Dal 30 G,7.0982,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,100950155,Lacto CalamineFace scrub50 gm Tube,47.496,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Face Care,101331819,Fair & Handsomepimple facewash 50 gm Tube,47.4576,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Shower and Bath,100670694,Palmolive Absolute Relaxing Shower Gel 750 Ml Bottle,354.882,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Pooja Needs,100885997,Prarthana Agarbatti Festive Pack of 6 - 300gm Box,66.15,2,2,0,121,,ACTIVE,NRTV,7,7,463.05,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Stationery,Note Books,101853194,Tuition Book Long Size Unruled 144 pgs,25.7,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Stationery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Indian Snacks,100064023,Durga Garlic Rings 80 Gm Pouch,14.95,2,2,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Snack
